"system","code","category","level","file_no","description_th","fix_guidance_th","effective_from","effective_to","source_doc","source_ref","source_date","verified"
"ECLAIM","C544","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) ในจังหวัด ไม่ใช่หน่วยบริการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C545","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่ขอเบิก ไม่เข้าเกณฑ์กรณีส่งต่อผู้ป่วยนอก (OP Refer)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C546","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) แต่เลือกเงื่อนไขการเรียกเก็บ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C547","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสหน่วยบริการหลักเป็นรหัสเดียวกับหน่วยบริการที่ให้การรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C548","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","จากการตรวจสอบสิทธิของ สปสช. ไม่เข้าเกณฑ์การเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C549","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่ขอเบิก หรือ รายการยาที่ขอเบิก เข้าเกณฑ์ค่าใช้จ่ายสูง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C550","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) ไม่ระบุการใช้สิทธิ UC","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C551","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสหัตถการไม่สอดคล้องตามเงื่อนไขการจ่ายชดเชยกรณีการสลายนิ่ว","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C552","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสโรคไม่สอดคล้องตามเงื่อนไขการจ่ายชดเชยกรณีการสลายนิ่ว","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C553","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกข้อมูลไม่ครบถ้วนตามเงื่อนไขการเบิกชดเชยค่าใช้จ่ายกรณีการสลายนิ่ว","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C554","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกข้อมูลรหัสโรค รหัสหัตถการ รหัสกรมบัญชีกลาง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C555","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ค่าใช้จ่ายรวม กับค่าใช้จ่ายราย Item มียอดไม่เท่ากัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C556","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกจำนวนยามะเร็งและจำนวนเงินไม่ถูกต้องสอดคล้องกัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C557","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกรหัสโครงการพิเศษ DMLP54 แต่ไม่บันทึก Protocol","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C558","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกมะเร็งตามโปรโตคอลไม่ถูกต้อง ครบถ้วนตามเงื่อนไข","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C559","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ข้อมูลเบิกกรณี HD จำนวนที่ขอเบิกไม่สอดคล้องกับจำนวนวันนอน (LOS)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C560","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสโรคไม่สอดคล้องกับการเบิกอุปกรณ์เพดานเทียม","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C561","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ไม่ใช่หน่วยบริการที่ขึ้นทะเบียนให้บริการ Cleft lip Cleft palate","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C562","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ยาที่บันทึกเบิกไม่พบใน Drug Catalog ของหน่วยบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C563","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ข้อมูลการเบิกกรณีรักษาโรคมะเร็งไม่พบในระบบ CaPR Registry","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C564","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ประเภทยาในบัญชียาหลัก (ED) หรือยานอกบัญชียาหลัก (NED)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C565","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกยา NED ผู้ป่วยนอก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C566","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ให้รหัสโรครองไม่ถูกต้อง กรณีการให้ยาเคมีบำบัด หรือรังสีรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C567","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกรหัสรังสีรักษาไม่สอดคล้องกับชนิดของโรคมะเร็ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C568","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เบิกมะเร็งโปรโตคอลไม่ถูกต้อง คือต้องเป็นราย visit","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C569","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีสิทธิข้าราชการ/อปท. หน่วยบริการเอกชนไม่สามารถเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C570","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","Workingcode/Hospdrugcode เป็นค่าว่าง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C571","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","สิทธิประกันสังคม เบิกกรณีเมทาโดน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C572","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","สิทธิประกันสังคม เบิกกรณีไตวายเฉียบพลัน, Instrument","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C573","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","วันที่รับบริการเป็นวันที่ก่อนวันที่ประกาศใช้รายการยา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C574","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ข้อมูลประเภทยาและเวชภัณฑ์ (ฟิลด์ PRODUCTCAT)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C575","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ไม่ใช่หน่วยบริการที่สามารถให้บริการอุปกรณ์รองเท้า","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C576","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสอุปกรณ์รองเท้าสำหรับผู้ป่วยเบาหวานที่บันทึกเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C577","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกรหัสรังสีรักษาทั้งกรณีมะเร็งโปรโตคอล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C578","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกรหัสเบิกการจัดส่งยาทางไปรษณีย์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C579","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกกรณีให้บริการผู้ป่วยมะเร็งที่บ้าน (Home Chemotherapy)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C580","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณีล้างไต/ฟอกเลือด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C581","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณีรักษาโรคเยื้อหุ้มสมอง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C582","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณี CMV Retinitis","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C583","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณีการให้สารเมทาโดน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C584","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณีรักษา Hyperbaric Oxygen Therapy","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C585","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) เบิกมะเร็งทั่วไปรังสีรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C586","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) มีการเบิกกรณีมะเร็งโปรโตคอลรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C587","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) เบิกมะเร็งโปรโตคอลรังสีรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C588","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีส่งต่อผู้ป่วยนอก (OP Refer) ข้อมูลรับบริการก่อนปีงบประมาณ 2558","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C589","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เบิกกรณี OP Refer แต่สถานะสิทธิการรักษาเป็นลงทะเบียนตามมติบอร์ด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C591","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่ลงทะเบียนมะเร็งใน CaPR แต่บันทึกเบิกรหัส RTX","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C592","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกกรณี Vascular Access แต่ไม่มีรายชื่อในทะเบียนผู้ป่วย HD","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C593","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","วันที่ทำหัตถการ Vascular Access ก่อนวันที่ลงทะเบียนผู้ป่วย HD","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C594","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เบิกรหัสรายการ Vascular access (HD0001 – HD0005) รหัสรายการเดียวกัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C595","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","หน่วยบริการบันทึกขอเบิกรหัสรายการ Vascular access","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C596","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่เบิกไม่ตรงตามเงื่อนไขที่ลงทะเบียนเป็นหน่วยบริการสำรองเตียง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C597","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","หน่วยบริการรับส่งต่อบันทึกเบิกได้เฉพาะสิทธิในระบบหลักประกันสุขภาพ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C598","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่บันทึกเบิกไม่ตรงตามเงื่อนไขของหน่วยบริการรับส่งต่อ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C599","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","การเบิกกรณี Palliatve Care สามารถบันทึกเบิกได้เฉพาะหน่วยบริการต้นสังกัด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C600","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีฝากครรภ์ครั้งแรกบันทึกผลการตรวจทางห้องปฏิบัติการ (Lab)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C601","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีฝากครรภ์ครั้งแรกไม่บันทึก ว/ด/ป ครั้งสุดท้ายของการมีประจำเดือน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C602","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีฝากครรภ์ครั้งแรกอายุครรภ์ไม่เกิน 12 สัปดาห์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C603","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีฝากครรภ์ครั้งแรก พบว่าอายุครรภ์มากกว่า 12 สัปดาห์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C604","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","ไม่บันทึกข้อมูล ว/ด/ป ที่คลอดบุตร","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C605","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีตรวจหลังคลอด พบว่าวันเข้ารับบริการตรวจหลังคลอดก่อนวันคลอด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C606","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีตรวจหลังคลอด พบว่าวันเข้าบริการตรวจหลังคลอด หลังวันคลอดบุตรมากกว่า 12 สัปดาห์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C607","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีส่งเสริมป้องกันโรคเลือกรายการที่ขอเบิกไม่สอดคล้องกับสิทธิ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C608","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","กรณีส่งเสริมป้องกันโรค รายการที่ขอเบิกเป็นการให้บริการไม่สอดคล้องกับปีงบประมาณ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C609","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","เบิกกรณีส่งเสริมป้องกันโรค แต่เลือกเงื่อนไขการเรียกเก็บเข้ามา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C610","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","รหัสโรค / รหัสหัตถการแพทย์แผนไทย บันทึกในหน้าผู้ป่วยในเท่านั้น","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C611","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","เบิกกรณี Palliative Care บันทึกรหัสโรครอง (Sdx)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C612","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","บันทึกรหัสโรคหลักและรหัสหัตถการไม่ถูกต้องกรณีเบิก Methadone","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C613","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","เบิกกรณี Palliative Care ร่วมกับค่าใช้จ่ายสูง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C614","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","เบิกกรณี Palliative Care บันทึกวันที่เยี่ยมบ้านก่อนเงื่อนไข","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C615","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","เบิกกรณี Palliative Care ในผู้ป่วยที่เสียชีวิตแล้ว","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C616","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","รหัสโรคไม่สอดคล้องกับประเภทการยุติการตั้งครรภ์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C617","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","รหัสหัตถการไม่สอดคล้องกับประเภทการยุติการตั้งครรภ์","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C618","ฝากครรภ์/สร้างเสริมป้องกัน/ODS","ERROR","","บันทึกรหัสเบิกยุติการตั้งครรภ์ อายุน้อยกว่า 8 ปี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
